DOI,publisher,journal,title,published_date,search_engine,search_keyword,searched_date,crawl_type,crawled_type,crawl_time [sec],crawled_date,HTML_download,PDF_download,PDF_download_url,PDF_download_type,PDF_to_XML,Num_of_paragraphs,Num_of_captions,Num_of_figures,% of HTML_download,% of PDF_download,% of figure extraction,Index
10.1140/epjb/e2016-70337-6,,['The European Physical Journal B'],['Finite-time stability and synchronization for memristor-based fractional-order Cohen-Grossberg neural network'],"[2016, 9, 21]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,142.0,"[2022, 12, 14]",O,O,,Scihub,O,91.0,10.0,1.0,,,,9775.0
10.1109/mce.2022.3159350,IEEE,['IEEE Consumer Electronics Magazine'],['Memristor-Based Hierarchical Attention Network for Multimodal Affective Computing in Mental Health Monitoring'],,crossref,['memristor'],"[2022, 12, 3]",html,html,10.0,"[2022, 12, 14]",O,,,,,1.0,0.0,0.0,,,,9776.0
10.1109/ted.2011.2165845,IEEE,['IEEE Transactions on Electron Devices'],['Understanding the Charge Transport Mechanism in VRS and BRS States of Transition Metal Oxide Nanoelectronic Memristor Devices'],,crossref,['memristor'],"[2022, 12, 3]",html,html,69.0,"[2022, 12, 14]",O,,,,,52.0,10.0,10.0,,,,9777.0
10.1109/tvlsi.2014.2377192,IEEE,['IEEE Transactions on Very Large Scale Integration (VLSI) Systems'],['A Novel Nondestructive Read/Write Circuit for Memristor-Based Memory Arrays'],,crossref,['memristor'],"[2022, 12, 3]",html,html,107.0,"[2022, 12, 14]",O,,,,,90.0,17.0,17.0,,,,9778.0
10.1080/17445760.2017.1287264,,"['International Journal of Parallel, Emergent and Distributed Systems']",['On using reservoir computing for sensing applications: exploring environment-sensitive memristor networks'],"[2017, 2, 25]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,112.0,"[2022, 12, 14]",O,O,,Scihub,O,90.0,12.0,0.0,,,,9779.0
10.1016/j.jfranklin.2020.09.028,,['Journal of the Franklin Institute'],['Pinning synchronization of fractional-order memristor-based neural networks with multiple time-varying delays via static or dynamic coupling'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,31.0,"[2022, 12, 14]",O,O,,Scihub,O,150.0,7.0,0.0,,,,9780.0
10.5152/electrica.2022.22072,,['Electrica'],['Effects of Memristor on Oscillator and Regulator Circuits'],"[2022, 11, 4]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,15.0,"[2022, 12, 14]",O,O,https://electricajournal.org//Content/files/Prelims(2).pdf,HTML,O,8.0,0.0,0.0,,,,9781.0
10.1109/tcsi.2018.2888538,IEEE,['IEEE Transactions on Circuits and Systems I: Regular Papers'],['Supporting the Momentum Training Algorithm Using a Memristor-Based Synapse'],,crossref,['memristor'],"[2022, 12, 3]",html,html,145.0,"[2022, 12, 14]",O,,,,,133.0,25.0,25.0,,,,9782.0
10.3389/fncom.2021.646125,,['Frontiers in Computational Neuroscience'],['Spiking Neural Network (SNN) With Memristor Synapses Having Non-linear Weight Update'],"[2021, 3, 11]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,113.0,"[2022, 12, 14]",O,X,,Scihub,,,,,,,,9783.0
10.1109/tcsii.2015.2505959,IEEE,['IEEE Transactions on Circuits and Systems II: Express Briefs'],['A Novel Window Function for Memristor Model With Application in Programming Analog Circuits'],,crossref,['memristor'],"[2022, 12, 3]",html,html,71.0,"[2022, 12, 14]",O,,,,,52.0,11.0,11.0,,,,9784.0
10.1021/acs.nanolett.5b00697,ACS,['Nano Letters'],['Experimental Demonstration of a Second-Order Memristor and Its Ability to Biorealistically Implement Synaptic Plasticity'],"[2015, 3, 2]",crossref,['memristor'],"[2022, 12, 3]",html,html,32.0,"[2022, 12, 14]",O,,,,,1.0,14.0,0.0,,,,9785.0
10.1063/1.4982593,AIP,['Applied Physics Letters'],['Characteristics and transport mechanisms of triple switching regimes of TaO<sub>x</sub> memristor'],,crossref,['memristor'],"[2022, 12, 3]",html,html,29.0,"[2022, 12, 14]",O,,,,,14.0,4.0,4.0,,,,9786.0
10.1140/epjst/e2019-800240-5,Springer,['The European Physical Journal Special Topics'],['Chimera in a network of memristor-based Hopfield neural network'],"[2019, 10, 14]",crossref,['memristor'],"[2022, 12, 3]",html,html,8.0,"[2022, 12, 14]",O,,,,,101.0,0.0,0.0,,,,9787.0
10.1140/epjs/s11734-022-00563-0,Springer,['The European Physical Journal Special Topics'],['A S-type locally active memristor and its application in chaotic circuit'],"[2022, 4, 22]",crossref,['memristor'],"[2022, 12, 3]",html,html,8.0,"[2022, 12, 14]",O,,,,,89.0,0.0,0.0,,,,9788.0
10.1587/transfun.e101.a.1092,,"['IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences']",['Efficient Mini-Batch Training on Memristor Neural Network Integrating Gradient Calculation and Weight Update'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,23.0,"[2022, 12, 14]",O,X,,Scihub,X,,,,,,,9789.0
10.4028/www.scientific.net/amr.685.201,,['Advanced Materials Research'],['The Recent Advances of Research on Memristor and Memristive Characteristic Devices'],"[2013, 4]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,97.0,"[2022, 12, 14]",O,O,,Scihub,O,12.0,3.0,3.0,,,,9790.0
10.1002/cta.3287,Wiley,['International Journal of Circuit Theory and Applications'],['A ternary memristor full adder based on literal operation and module operation'],"[2022, 4, 26]",crossref,['memristor'],"[2022, 12, 3]",html,html,15.0,"[2022, 12, 14]",O,,,,,29.0,8.0,0.0,,,,9791.0
10.1063/5.0069116,AIP,['Applied Physics Letters'],['Physical based compact model of Y-Flash memristor for neuromorphic computation'],,crossref,['memristor'],"[2022, 12, 3]",html,html,34.0,"[2022, 12, 14]",O,,,,,35.0,5.0,5.0,,,,9792.0
10.7498/aps.61.217306,,['Acta Physica Sinica'],['Progress of memristor modulated by interfacial effect'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,20.0,"[2022, 12, 14]",O,O,https://wulixb.iphy.ac.cn//fileWLXB/journal/article/wlxb/2012/21/PDF/2012-21-217306.pdf,HTML,O,21.0,0.0,0.0,,,,9793.0
10.1080/00207217.2021.1966672,,['International Journal of Electronics'],['Design and comparative analysis of memristor-based transistor-less combinational logic circuits'],"[2021, 8, 24]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,111.0,"[2022, 12, 14]",O,X,,Scihub,,,,,,,,9794.0
10.1038/s41528-022-00227-y,Nature,['npj Flexible Electronics'],['Controlling sulfurization of 2D Mo2C crystal for Mo2C/MoS2-based memristor and artificial synapse'],"[2022, 11, 15]",crossref,['memristor'],"[2022, 12, 3]",html,html,38.0,"[2022, 12, 14]",O,,,,,166.0,5.0,5.0,,,,9795.0
10.2139/ssrn.4125228,,['SSRN Electronic Journal'],['Building Green  Memristor  Using Protonated  Polydopamine with  Enhanced Bipolar Resistive Switching Performance and Environmental Robustness'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,24.0,"[2022, 12, 14]",O,X,,Scihub,X,,,,,,,9796.0
10.1109/jetcas.2015.2435513,IEEE,['IEEE Journal on Emerging and Selected Topics in Circuits and Systems'],"[""Chua's Constitutive Memristor Relations for Physical Phenomena at Metal–Oxide Interfaces""]",,crossref,['memristor'],"[2022, 12, 3]",html,html,80.0,"[2022, 12, 14]",O,,,,,86.0,12.0,12.0,,,,9797.0
10.1016/j.mee.2021.111706,,['Microelectronic Engineering'],['Fully CMOS-compatible passive TiO2-based memristor crossbars for in-memory computing'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,18.0,"[2022, 12, 14]",O,X,,Scihub,X,,,,,,,9798.0
10.1109/access.2018.2814065,IEEE,['IEEE Access'],['Predicting House Price With a Memristor-Based Artificial Neural Network'],,crossref,['memristor'],"[2022, 12, 3]",html,html,45.0,"[2022, 12, 14]",O,,,,,38.0,6.0,6.0,,,,9799.0
10.1140/epjb/e2015-50798-9,,['The European Physical Journal B'],['Anti-synchronization for stochastic memristor-based neural networks with non-modeled dynamics via adaptive control approach'],"[2015, 5, 4]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,115.0,"[2022, 12, 14]",O,O,,Scihub,O,62.0,3.0,0.0,,,,9800.0
10.5194/jsss-11-233-2022,,['Journal of Sensors and Sensor Systems'],"['Design of a CMOS memristor emulator-based, self-adaptive spiking analog-to-digital data  conversion as the lowest level of a self-x hierarchy']","[2022, 8, 10]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,885.0,"[2022, 12, 14]",O,O,https://jsss.copernicus.org/articles/11/233/2022/jsss-11-233-2022.pdf,HTML,O,63.0,32.0,32.0,,,,9801.0
10.1007/s00521-020-04752-7,,['Neural Computing and Applications'],['Designing pulse-coupled neural networks with spike-synchronization-dependent plasticity rule: image segmentation and memristor circuit application'],"[2020, 2, 3]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,245.0,"[2022, 12, 14]",O,O,,Scihub,O,46.0,7.0,5.0,,,,9802.0
10.1109/tcpmt.2019.2900851,,"['IEEE Transactions on Components, Packaging and Manufacturing Technology']",['Reliability-Aware 3-D Clock Distribution Network Using Memristor Ratioed Logic'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,27.0,"[2022, 12, 14]",O,O,,Scihub,O,1.0,0.0,0.0,,,,9803.0
10.1016/j.aeue.2019.152894,,['AEU - International Journal of Electronics and Communications'],['Non-ideal memristor synapse-coupled bi-neuron Hopfield neural network: Numerical simulations and breadboard experiments'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,208.0,"[2022, 12, 14]",O,O,,Scihub,O,27.0,8.0,7.0,,,,9804.0
10.1109/tcsi.2016.2622225,IEEE,['IEEE Transactions on Circuits and Systems I: Regular Papers'],"['Modeling Valance Change Memristor Device: Oxide Thickness, Material Type, and Temperature Effects']",,crossref,['memristor'],"[2022, 12, 3]",html,html,90.0,"[2022, 12, 14]",O,,,,,151.0,14.0,14.0,,,,9805.0
10.1002/inf2.12350,Wiley,['InfoMat'],['Reproducible and<scp>low‐power</scp>multistate<scp>bio‐memristor</scp>from interpenetrating network electrolyte design'],"[2022, 8, 23]",crossref,['memristor'],"[2022, 12, 3]",html,html,10.0,"[2022, 12, 14]",O,,,,,21.0,5.0,0.0,,,,9806.0
10.1007/s10710-022-09436-w,,['Genetic Programming and Evolvable Machines'],['A novel tree-based representation for evolving analog circuits and its application to memristor-based pulse generation circuit'],"[2022, 7, 21]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,57.0,"[2022, 12, 14]",O,X,,Scihub,X,,,,,,,9807.0
10.1109/tcsi.2019.2940909,IEEE,['IEEE Transactions on Circuits and Systems I: Regular Papers'],['Theoretical Foundations of Memristor Cellular Nonlinear Networks: Memcomputing With Bistable-Like Memristors'],,crossref,['memristor'],"[2022, 12, 3]",html,html,109.0,"[2022, 12, 14]",O,,,,,115.0,17.0,17.0,,,,9808.0
10.1140/epjp/s13360-022-03063-1,,['The European Physical Journal Plus'],"['Memristor-based asymmetric extreme multistable hyperchaotic system with a line of equilibria, coexisting attractors, its implementation and nonlinear active-adaptive projective synchronisation']","[2022, 7, 29]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,117.0,"[2022, 12, 14]",O,X,,Scihub,,,,,,,,9809.0
10.1016/j.aeue.2020.153542,,['AEU - International Journal of Electronics and Communications'],['Nonvolatile Boolean logic in the one-transistor-one-memristor crossbar array for reconfigurable logic computing'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,70.0,"[2022, 12, 14]",O,O,,Scihub,O,59.0,11.0,2.0,,,,9810.0
10.1142/s0218127410027167,,['International Journal of Bifurcation and Chaos'],['CIRCUIT MIMICKING <font>TiO<sub>2</sub></font> MEMRISTOR: A PLUG AND PLAY KIT TO UNDERSTAND THE FOURTH PASSIVE ELEMENT'],"[2012, 5, 2]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,184.0,"[2022, 12, 14]",O,O,,Scihub,O,24.0,5.0,5.0,,,,9811.0
10.1002/pssr.202000389,,['physica status solidi (RRL) – Rapid Research Letters'],['A High‐Performance Memristor Device and Its Filter Circuit Application'],"[2020, 9, 23]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,264.0,"[2022, 12, 14]",O,O,,Scihub,O,39.0,6.0,5.0,,,,9812.0
10.1021/acsami.9b08189,,['ACS Applied Materials    amp; Interfaces'],['Ferroelectric Second-Order Memristor'],"[2019, 8, 12]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,160.0,"[2022, 12, 14]",O,O,,Scihub,O,20.0,5.0,4.0,,,,9813.0
10.1007/s12648-018-1330-1,Springer,['Indian Journal of Physics'],['A new nonlinear dopant kinetic model of memristor and its application'],"[2018, 11, 14]",crossref,['memristor'],"[2022, 12, 3]",html,html,8.0,"[2022, 12, 14]",O,,,,,81.0,0.0,0.0,,,,9814.0
10.1155/2021/8857075,,['Complexity'],['A Simple Chaotic Wien Bridge Oscillator with a Fractional-Order Memristor and Its Combination Synchronization for Efficient Antiattack Capability'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,71.0,"[2022, 12, 14]",O,O,https://downloads.hindawi.com/journals/complexity/2021/8857075.pdf,HTML,O,59.0,7.0,3.0,,,,9815.0
10.1140/epjst/e2020-900123-5,Springer,['The European Physical Journal Special Topics'],"['Hyperchaos, quasi-period and coexisting behaviors in second-order-memristor-based jerk circuit']","[2020, 3, 26]",crossref,['memristor'],"[2022, 12, 3]",html,html,8.0,"[2022, 12, 14]",O,,,,,114.0,0.0,0.0,,,,9816.0
10.1142/s0218127419501712,,['International Journal of Bifurcation and Chaos'],['Effects of Initial Conditions and Circuit Parameters on the SBT-Memristor-Based Chaotic Circuit'],"[2019, 11, 19]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,24059.0,"[2022, 12, 15]",O,O,,Scihub,X,,,,,,,9817.0
10.1109/tnnls.2014.2383395,IEEE,['IEEE Transactions on Neural Networks and Learning Systems'],['Memristor-Based Multilayer Neural Networks With Online Gradient Descent Training'],,crossref,['memristor'],"[2022, 12, 3]",html,html,78.0,"[2022, 12, 15]",O,,,,,95.0,12.0,12.0,,,,9818.0
10.1140/epjs/s11734-021-00121-0,Springer,['The European Physical Journal Special Topics'],['Dynamical analysis in dual-memristor-based FitzHugh–Nagumo circuit and its coupling finite-time synchronization'],"[2021, 6, 18]",crossref,['memristor'],"[2022, 12, 3]",html,html,9.0,"[2022, 12, 15]",O,,,,,105.0,0.0,0.0,,,,9819.0
10.1038/srep20085,Nature,['Scientific Reports'],['Voltage divider effect for the improvement of variability and endurance ofmemristor'],"[2016, 2, 2]",crossref,['memristor'],"[2022, 12, 3]",html,html,32.0,"[2022, 12, 15]",O,,,,,102.0,4.0,4.0,,,,9820.0
10.1080/15325008.2020.1758837,,['Electric Power Components and Systems'],['Modeling of Discharge Lamp Characteristics by Using Floating Memristor Circuit Emulator with Tunable Threshold'],"[2020, 5, 25]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,415.0,"[2022, 12, 15]",O,O,,Scihub,O,37.0,11.0,11.0,,,,9821.0
10.1109/tcad.2016.2608863,IEEE,['IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems'],['More Efficient Testing of Metal-Oxide Memristor–Based Memory'],,crossref,['memristor'],"[2022, 12, 3]",html,html,101.0,"[2022, 12, 15]",O,,,,,139.0,16.0,16.0,,,,9822.0
10.1007/s12274-017-1720-2,Springer,['Nano Research'],['Ultrasensitive detection of Ebola matrix protein in a memristor mode'],"[2017, 7, 25]",crossref,['memristor'],"[2022, 12, 3]",html,html,15.0,"[2022, 12, 15]",O,,,,,140.0,0.0,0.0,,,,9823.0
10.1145/3264819,,['ACM Journal on Emerging Technologies in Computing Systems'],['Efficient Memristor-Based Architecture for Intrusion Detection and High-Speed Packet Classification'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,24151.0,"[2022, 12, 15]",O,O,,Scihub,O,72.0,16.0,5.0,,,,9824.0
10.1080/15325008.2015.1122112,,['Electric Power Components and Systems'],['Modeling and Suppression of Chaotic Ferroresonance in a Power System by Using Memristor-based System'],"[2016, 3, 25]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,342.0,"[2022, 12, 15]",O,O,,Scihub,O,30.0,12.0,12.0,,,,9825.0
10.1007/s11433-017-9172-8,,"['Science China Physics, Mechanics    amp; Astronomy']",['Modulating 3D memristor synapse by analog spiking pulses for bioinspired neuromorphic computing'],"[2018, 5, 8]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,231.0,"[2022, 12, 15]",O,O,,Scihub,O,19.0,7.0,7.0,,,,9826.0
10.1016/j.jksuci.2018.03.004,,['Journal of King Saud University - Computer and Information Sciences'],['On the comparison of memristor-transistor hybrid and transistor-only heterogeneous FPGAs'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,400.0,"[2022, 12, 15]",O,O,,Scihub,O,39.0,21.0,21.0,,,,9827.0
10.1088/1742-6596/1976/1/012079,,['Journal of Physics: Conference Series'],['Logics execution in a multi-layers memristor array'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,98.0,"[2022, 12, 15]",O,O,,Scihub,O,26.0,3.0,3.0,,,,9828.0
10.1007/s40042-022-00470-6,Springer,['Journal of the Korean Physical Society'],['High sensitivity of isopropyl alcohol gas sensor based on memristor device operated at room temperature'],"[2022, 3, 29]",crossref,['memristor'],"[2022, 12, 3]",html,html,8.0,"[2022, 12, 15]",O,,,,,58.0,0.0,0.0,,,,9829.0
10.1109/tcad.2022.3163895,IEEE,['IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems'],['XBarNet: Computationally Efficient Memristor Crossbar Model Using Convolutional Autoencoder'],,crossref,['memristor'],"[2022, 12, 3]",html,html,104.0,"[2022, 12, 15]",O,,,,,136.0,17.0,17.0,,,,9830.0
10.1016/j.jfranklin.2018.05.058,,['Journal of the Franklin Institute'],['Global dissipativity and quasi-synchronization of asynchronous updating fractional-order memristor-based neural networks via interval matrix method'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,49.0,"[2022, 12, 15]",O,O,,Scihub,O,115.0,13.0,1.0,,,,9831.0
10.1002/adma.201704320,Wiley,['Advanced Materials'],['Nociceptive Memristor'],"[2018, 1, 10]",crossref,['memristor'],"[2022, 12, 3]",html,html,12.0,"[2022, 12, 15]",O,,,,,14.0,5.0,0.0,,,,9832.0
10.1088/1361-6528/ab746d,,['Nanotechnology'],['Memristor with a ferroelectric HfO<sub>2</sub> layer: in which case it is a ferroelectric tunnel junction'],"[2020, 3, 12]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,118.0,"[2022, 12, 15]",O,O,,Scihub,O,35.0,4.0,4.0,,,,9833.0
10.1016/j.amc.2017.12.032,,['Applied Mathematics and Computation'],['Extended robust global exponential stability for uncertain switched memristor-based neural networks with time-varying delays'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,23.0,"[2022, 12, 15]",O,O,,Scihub,O,105.0,3.0,0.0,,,,9834.0
10.1016/j.ssc.2022.114768,,['Solid State Communications'],['Effect of temperature variations on the behavior of a two-terminal organic–inorganic halide perovskite rewritable memristor for neuromorphic operations'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,20.0,"[2022, 12, 15]",O,X,,Scihub,X,,,,,,,9835.0
10.1109/tcsii.2019.2936453,IEEE,['IEEE Transactions on Circuits and Systems II: Express Briefs'],"['A Simple Floating Mutator for Emulating Memristor, Memcapacitor, and Meminductor']",,crossref,['memristor'],"[2022, 12, 3]",html,html,66.0,"[2022, 12, 15]",O,,,,,63.0,10.0,10.0,,,,9836.0
10.1142/s0218127421300202,,['International Journal of Bifurcation and Chaos'],['TSSM: Three-State Switchable Memristor Model Based on Ag/TiOx Nanobelt/Ti Configuration'],"[2021, 6, 18]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,62.0,"[2022, 12, 15]",O,X,,Scihub,X,,,,,,,9837.0
10.1142/s0217984918501166,,['Modern Physics Letters B'],['Exponential lag function projective synchronization of memristor-based multidirectional associative memory neural networks via hybrid control'],"[2018, 4, 3]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,67.0,"[2022, 12, 15]",O,O,,Scihub,O,162.0,7.0,0.0,,,,9838.0
10.1021/acsami.2c02264,,['ACS Applied Materials    amp; Interfaces'],['High Performance Full-Inorganic Flexible Memristor with Combined Resistance-Switching'],"[2022, 4, 27]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,54.0,"[2022, 12, 15]",O,X,,Scihub,,,,,,,,9839.0
10.1080/17445760.2017.1321761,,"['International Journal of Parallel, Emergent and Distributed Systems']",['Flexible memristor based neuromorphic system for implementing multi-layer neural network algorithms'],"[2017, 4, 28]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,277.0,"[2022, 12, 15]",O,O,,Scihub,O,55.0,20.0,7.0,,,,9840.0
10.1088/1361-6641/ac78ff,,['Semiconductor Science and Technology'],['Modeling of a diffusive memristor based on the DT-FNT mechanism transition'],"[2022, 7, 14]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,28.0,"[2022, 12, 15]",O,X,,Scihub,X,,,,,,,9841.0
10.1088/1674-1056/ac7294,,['Chinese Physics B'],['Extremely hidden multi-stability in a class of two-dimensional maps with a cosine memristor'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,22.0,"[2022, 12, 15]",O,X,,Scihub,X,,,,,,,9842.0
10.1038/s41598-020-58844-4,Nature,['Scientific Reports'],"['Selective interaction between phytomediated anionic silver nanoparticles and mercury leading to amalgam formation enables highly sensitive, colorimetric and memristor-based detection of mercury']","[2020, 2, 6]",crossref,['memristor'],"[2022, 12, 3]",html,html,46.0,"[2022, 12, 15]",O,,,,,143.0,6.0,6.0,,,,9843.0
10.1063/1.5079690,AIP,['Applied Physics Letters'],['Memristor effect in GeO[SiO<sub>2</sub>] and GeO[SiO] solid alloys films'],,crossref,['memristor'],"[2022, 12, 3]",html,html,28.0,"[2022, 12, 15]",O,,,,,32.0,4.0,4.0,,,,9844.0
10.1109/tcsii.2014.2357292,IEEE,['IEEE Transactions on Circuits and Systems II: Express Briefs'],['MAGIC—Memristor-Aided Logic'],,crossref,['memristor'],"[2022, 12, 3]",html,html,71.0,"[2022, 12, 15]",O,,,,,49.0,11.0,11.0,,,,9845.0
10.1063/5.0048526,,['Chaos: An Interdisciplinary Journal of Nonlinear Science'],['Locally active memristor based oscillators: The dynamic route from period to chaos and hyperchaos'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,467.0,"[2022, 12, 15]",O,O,,Scihub,O,90.0,21.0,21.0,,,,9846.0
10.1002/cta.2339,Wiley,['International Journal of Circuit Theory and Applications'],['A novel no-equilibrium hyperchaotic multi-wing system via introducing memristor'],"[2017, 3, 15]",crossref,['memristor'],"[2022, 12, 3]",html,html,13.0,"[2022, 12, 15]",O,,,,,48.0,11.0,0.0,,,,9847.0
10.1109/tcsi.2021.3126477,IEEE,['IEEE Transactions on Circuits and Systems I: Regular Papers'],['Analog Solutions of Discrete Markov Chains via Memristor Crossbars'],,crossref,['memristor'],"[2022, 12, 3]",html,html,87.0,"[2022, 12, 15]",O,,,,,166.0,11.0,11.0,,,,9848.0
10.1016/j.chaos.2022.111813,,"['Chaos, Solitons    amp; Fractals']",['Influence of Al2O3 layer on InGaZnO memristor crossbar array for neuromorphic applications'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,20.0,"[2022, 12, 15]",O,X,,Scihub,X,,,,,,,9849.0
10.1063/1.5120352,AIP,['Applied Physics Letters'],['A Boolean OR gate implemented with an optoelectronic switching memristor'],,crossref,['memristor'],"[2022, 12, 3]",html,html,28.0,"[2022, 12, 15]",O,,,,,13.0,4.0,4.0,,,,9850.0
10.1109/access.2020.3032188,IEEE,['IEEE Access'],['Digital and Analog Switching Characteristics of InGaZnO Memristor Depending on Top Electrode Material for Neuromorphic System'],,crossref,['memristor'],"[2022, 12, 3]",html,html,50.0,"[2022, 12, 15]",O,,,,,38.0,7.0,7.0,,,,9851.0
10.1016/j.chaos.2021.111587,,"['Chaos, Solitons    amp; Fractals']",['Multilevel switching memristor by compliance current adjustment for off-chip training of neuromorphic system'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,21.0,"[2022, 12, 15]",O,X,,Scihub,X,,,,,,,9852.0
10.1109/led.2022.3217983,IEEE,['IEEE Electron Device Letters'],['Enhanced Synaptic Features of ZnO/TaO<sub>x</sub> Bilayer Invisible Memristor for Brain-Inspired Computing'],,crossref,['memristor'],"[2022, 12, 3]",html,html,44.0,"[2022, 12, 15]",O,,,,,26.0,6.0,6.0,,,,9853.0
10.1109/tfuzz.2021.3051308,IEEE,['IEEE Transactions on Fuzzy Systems'],['A General Approach to Fixed-Time Synchronization Problem for Fractional-Order Multidimension-Valued Fuzzy Neural Networks Based on Memristor'],,crossref,['memristor'],"[2022, 12, 3]",html,html,42.0,"[2022, 12, 15]",O,,,,,83.0,5.0,5.0,,,,9854.0
10.1002/adfm.201900155,Wiley,['Advanced Functional Materials'],['Associative Memory for Image Recovery with a High‐Performance Memristor Array'],"[2019, 4, 12]",crossref,['memristor'],"[2022, 12, 3]",html,html,11.0,"[2022, 12, 15]",O,,,,,21.0,5.0,0.0,,,,9855.0
10.1109/tsmc.2020.3035612,,"['IEEE Transactions on Systems, Man, and Cybernetics: Systems']",['Memristor-Based HTM Spatial Pooler With On-Device Learning for Pattern Recognition'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,88.0,"[2022, 12, 15]",O,O,,Scihub,O,82.0,12.0,2.0,,,,9856.0
10.1145/3365836,,['ACM Journal on Emerging Technologies in Computing Systems'],['A Memristor-Based Compressive Sampling Encoder with Dynamic Rate Control for Low-Power Video Streaming'],,crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,24278.0,"[2022, 12, 15]",O,O,,Scihub,O,45.0,11.0,11.0,,,,9857.0
10.1039/c7nr04741j,RSC,['Nanoscale'],['Electronic imitation of behavioral and psychological synaptic activities using TiO<sub>x</sub>/Al<sub>2</sub>O<sub>3</sub>-based memristor devices'],[2017],crossref,['memristor'],"[2022, 12, 3]",html,html,55.0,"[2022, 12, 15]",O,,,,,21.0,6.0,6.0,,,,9858.0
10.1007/s11182-018-1412-8,,['Russian Physics Journal'],['The Aging Mechanism of a LiF Film with Copper Nanoclusters and Its Influence on the Memristor Performance'],"[2018, 6, 4]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,141.0,"[2022, 12, 15]",O,O,,Scihub,O,7.0,2.0,1.0,,,,9859.0
10.17073/1609-3577-2019-4-272-278,,['Izvestiya Vysshikh Uchebnykh Zavedenii. Materialy Elektronnoi Tekhniki = Materials of Electronics Engineering'],['Issues of implementing neural network algorithms on memristor crossbars'],"[2020, 2, 4]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,29.0,"[2022, 12, 15]",O,X,,Scihub,X,,,,,,,9860.0
10.3390/mi13020308,,['Micromachines'],['Long-Term Accuracy Enhancement of Binary Neural Networks Based on Optimized Three-Dimensional Memristor Array'],"[2022, 2, 17]",crossref,['memristor'],"[2022, 12, 3]",pdf,pdf,112.0,"[2022, 12, 15]",O,O,https://www.mdpi.com//2072-666X/13/2/308/pdf?version=1645093525,HTML,O,24.0,8.0,5.0,,,,9861.0
10.1109/tcsii.2015.2504258,IEEE,['IEEE Transactions on Circuits and Systems II: Express Briefs'],['MEMS Closed-Loop Control Incorporating a Memristor as Feedback Sensing Element'],,crossref,['memristor'],"[2022, 12, 3]",html,html,49.0,"[2022, 12, 15]",O,,,,,42.0,7.0,7.0,,,,9862.0
